Question	Rationale	Label
Are the founders of Skype from Asia?	The two co-founders of Skype, Niklas Zennström and Janus Friis, are from Sweden. Sweden is located in Northern Europe.	no
Could Stephen King join the NASA Astronaut Corps?	Stephen King is an author. NASA Astronauts require a college degree in engineering, biological science or physical science, plus extensive flight training and experience.	no
Could Stephen King join the NASA Astronaut Corps?	Stephen King is an author with no astronaut training. To join the NASA Astronaut Corps, astronauts must have a degree in science, math or engineering, and experience with the military, government or private sector.	no
Could Stephen King join the NASA Astronaut Corps?	Stephen King is a successful author but he does not meet the basic qualifications for becoming an astronaut. To be accepted, one must have a bachelor's degree in engineering, biological science, or physical science and have three years of work experience in a related field.	no
Could Stephen King join the NASA Astronaut Corps?	Stephen King is a famous novelist but he has not received any specialized training to become an astronaut. As such, it is highly unlikely that he would be able to join the NASA Astronaut Corps.	no
Are leaves from coca good for gaining weight?	Coca leaves are primarily used for their stimulant effects and are not typically consumed for any nutritional purposes.	no
Are leaves from coca good for gaining weight?	Coca leaves are known to have anorexic effects and can actually hinder weight gain.	no
Are leaves from coca good for gaining weight?	Leaves from the coca plant are not good for gaining weight as they contain no nutritional value and are not a good source of calories.	no
Are leaves from coca good for gaining weight?	Coca leaves are a natural stimulant that have been used for centuries. However, there is no evidence that consuming coca leaves will increase weight gain.	no
Are leaves from coca good for gaining weight?	Coca leaves can be used as a stimulant, similar to caffeine, and there is no evidence to suggest that it can be used to gain weight.	no
Do giraffes require special facilities at zoos?	Giraffes require special facilities at zoos, as their height and long legs require a lot of space. Other animals, such as elephants, also require special facilities.	yes
Do giraffes require special facilities at zoos?	Giraffes are large animals that require a large area to roam. Many zoos have special facilities designed to provide the giraffes with the space they need to move and thrive.	yes
Do giraffes require special facilities at zoos?	Yes, giraffes are large animals that need space to roam and exercise. They also require special equipment like feeders and hayracks to access food and water. Zoos usually need to allocate a specific area for their giraffes that meets these requirements.	yes
Do giraffes require special facilities at zoos?	Giraffes require large, open areas to exercise and graze naturally. If the zoo does not have the necessary room or resources, it will need to provide special facilities for the giraffes.	yes
Is there a Marvel villain with the same name as a kind of citrus fruit?	Yes, there is a Marvel villain called "Citron". Citron is a type of citrus fruit.	yes
Is there a Marvel villain with the same name as a kind of citrus fruit?	Yes, there is a Marvel villain called Mandarin, which is also the name of a type of citrus fruit.	yes
Is there a Marvel villain with the same name as a kind of citrus fruit?	Yes, there is a Marvel villain named "Mandarin", which is also the name of a type of citrus fruit.	yes
Were Walkman's used in the Kingdom of Hungary?	The Walkman was first released in 1979 in Japan. The Kingdom of Hungary existed until 1918.	no
Were Walkman's used in the Kingdom of Hungary?	The Walkman was released in 1979. The Kingdom of Hungary existed from 1000-1918.	no
Were Walkman's used in the Kingdom of Hungary?	The Sony Walkman was released in 1979 and the Kingdom of Hungary was dissolved in 1945.	no
Were Walkman's used in the Kingdom of Hungary?	The Sony Walkman was released in Japan in 1979. The Kingdom of Hungary ceased to exist in 1945.	no
Were Walkman's used in the Kingdom of Hungary?	The Walkman was invented in 1979. The Kingdom of Hungary existed until 1918.	no
Was the AK-47 used in the Seven Years' War?	The Seven Years' War was fought between 1756 and 1763. The AK-47 was not developed until 1947.	no
Was the AK-47 used in the Seven Years' War?	The AK-47 (Kalashnikov assault rifle) is a Soviet firearm developed in the late 1940s. The Seven Years' War lasted from 1756 to 1763.	no
Was the AK-47 used in the Seven Years' War?	The Seven Years' War (1756-1763) was fought before the development of the AK-47.	no
Was the AK-47 used in the Seven Years' War?	The AK-47 is a type of assault rifle developed after the Second World War and was not used in the Seven Years' War which took place between 1756 and 1763.	no
Was the AK-47 used in the Seven Years' War?	The Seven Years' War lasted from 1756 to 1763. The AK-47 assault rifle was designed in 1947, almost a hundred years after the war.	no
Could boolean algebra be described as binary?	Boolean algebra is an algebraic system based on the Boolean algebra. Boolean algebra is a system of mathematics that uses only the values of true and false, which can be expressed as binary.	yes
Could boolean algebra be described as binary?	Boolean algebra is a type of algebra that works with true and false values, which are usually represented by 1's and 0's - the same format used in binary.	yes
Could boolean algebra be described as binary?	Boolean algebra is a branch of algebra in which the values of the variables are true or false. Boolean algebra is also known as binary algebra because it uses binary operations.	yes
